sample_id,class_name,image_count,file_paths,cross_class_conflict
1040,Denim,4,"[""Denim/1040/im_1.png"", ""Denim/1040/im_2.png"", ""Denim/1040/im_3.png"", ""Denim/1040/im_4.png""]",False
1041,Denim,4,"[""Denim/1041/im_1.png"", ""Denim/1041/im_2.png"", ""Denim/1041/im_3.png"", ""Denim/1041/im_4.png""]",False
1042,Denim,4,"[""Denim/1042/im_1.png"", ""Denim/1042/im_2.png"", ""Denim/1042/im_3.png"", ""Denim/1042/im_4.png""]",False
1043,Denim,4,"[""Denim/1043/im_1.png"", ""Denim/1043/im_2.png"", ""Denim/1043/im_3.png"", ""Denim/1043/im_4.png""]",False
1044,Denim,4,"[""Denim/1044/im_1.png"", ""Denim/1044/im_2.png"", ""Denim/1044/im_3.png"", ""Denim/1044/im_4.png""]",False
1045,Denim,4,"[""Denim/1045/im_1.png"", ""Denim/1045/im_2.png"", ""Denim/1045/im_3.png"", ""Denim/1045/im_4.png""]",False
1046,Denim,4,"[""Denim/1046/im_1.png"", ""Denim/1046/im_2.png"", ""Denim/1046/im_3.png"", ""Denim/1046/im_4.png""]",False
1047,Denim,4,"[""Denim/1047/im_1.png"", ""Denim/1047/im_2.png"", ""Denim/1047/im_3.png"", ""Denim/1047/im_4.png""]",False
1048,Denim,4,"[""Denim/1048/im_1.png"", ""Denim/1048/im_2.png"", ""Denim/1048/im_3.png"", ""Denim/1048/im_4.png""]",False
1049,Denim,4,"[""Denim/1049/im_1.png"", ""Denim/1049/im_2.png"", ""Denim/1049/im_3.png"", ""Denim/1049/im_4.png""]",False
105,Cotton,4,"[""Cotton/105/im_1.png"", ""Cotton/105/im_2.png"", ""Cotton/105/im_3.png"", ""Cotton/105/im_4.png""]",False
1050,Denim,4,"[""Denim/1050/im_1.png"", ""Denim/1050/im_2.png"", ""Denim/1050/im_3.png"", ""Denim/1050/im_4.png""]",False
1051,Denim,4,"[""Denim/1051/im_1.png"", ""Denim/1051/im_2.png"", ""Denim/1051/im_3.png"", ""Denim/1051/im_4.png""]",False
1052,Denim,4,"[""Denim/1052/im_1.png"", ""Denim/1052/im_2.png"", ""Denim/1052/im_3.png"", ""Denim/1052/im_4.png""]",False
1053,Denim,4,"[""Denim/1053/im_1.png"", ""Denim/1053/im_2.png"", ""Denim/1053/im_3.png"", ""Denim/1053/im_4.png""]",False
1054,Denim,4,"[""Denim/1054/im_1.png"", ""Denim/1054/im_2.png"", ""Denim/1054/im_3.png"", ""Denim/1054/im_4.png""]",False
1055,Denim,4,"[""Denim/1055/im_1.png"", ""Denim/1055/im_2.png"", ""Denim/1055/im_3.png"", ""Denim/1055/im_4.png""]",False
1056,Denim,4,"[""Denim/1056/im_1.png"", ""Denim/1056/im_2.png"", ""Denim/1056/im_3.png"", ""Denim/1056/im_4.png""]",False
1057,Denim,4,"[""Denim/1057/im_1.png"", ""Denim/1057/im_2.png"", ""Denim/1057/im_3.png"", ""Denim/1057/im_4.png""]",False
1058,Denim,4,"[""Denim/1058/im_1.png"", ""Denim/1058/im_2.png"", ""Denim/1058/im_3.png"", ""Denim/1058/im_4.png""]",False
1059,Denim,4,"[""Denim/1059/im_1.png"", ""Denim/1059/im_2.png"", ""Denim/1059/im_3.png"", ""Denim/1059/im_4.png""]",False
106,Cotton,4,"[""Cotton/106/im_1.png"", ""Cotton/106/im_2.png"", ""Cotton/106/im_3.png"", ""Cotton/106/im_4.png""]",False
1060,Denim,4,"[""Denim/1060/im_1.png"", ""Denim/1060/im_2.png"", ""Denim/1060/im_3.png"", ""Denim/1060/im_4.png""]",False
1061,Denim,4,"[""Denim/1061/im_1.png"", ""Denim/1061/im_2.png"", ""Denim/1061/im_3.png"", ""Denim/1061/im_4.png""]",False
1062,Denim,4,"[""Denim/1062/im_1.png"", ""Denim/1062/im_2.png"", ""Denim/1062/im_3.png"", ""Denim/1062/im_4.png""]",False
1063,Denim,4,"[""Denim/1063/im_1.png"", ""Denim/1063/im_2.png"", ""Denim/1063/im_3.png"", ""Denim/1063/im_4.png""]",False
1064,Denim,4,"[""Denim/1064/im_1.png"", ""Denim/1064/im_2.png"", ""Denim/1064/im_3.png"", ""Denim/1064/im_4.png""]",False
1065,Denim,4,"[""Denim/1065/im_1.png"", ""Denim/1065/im_2.png"", ""Denim/1065/im_3.png"", ""Denim/1065/im_4.png""]",False
1066,Denim,4,"[""Denim/1066/im_1.png"", ""Denim/1066/im_2.png"", ""Denim/1066/im_3.png"", ""Denim/1066/im_4.png""]",False
1067,Denim,4,"[""Denim/1067/im_1.png"", ""Denim/1067/im_2.png"", ""Denim/1067/im_3.png"", ""Denim/1067/im_4.png""]",False
1068,Denim,4,"[""Denim/1068/im_1.png"", ""Denim/1068/im_2.png"", ""Denim/1068/im_3.png"", ""Denim/1068/im_4.png""]",False
1069,Denim,4,"[""Denim/1069/im_1.png"", ""Denim/1069/im_2.png"", ""Denim/1069/im_3.png"", ""Denim/1069/im_4.png""]",False
1070,Denim,4,"[""Denim/1070/im_1.png"", ""Denim/1070/im_2.png"", ""Denim/1070/im_3.png"", ""Denim/1070/im_4.png""]",False
1071,Denim,4,"[""Denim/1071/im_1.png"", ""Denim/1071/im_2.png"", ""Denim/1071/im_3.png"", ""Denim/1071/im_4.png""]",False
1072,Denim,4,"[""Denim/1072/im_1.png"", ""Denim/1072/im_2.png"", ""Denim/1072/im_3.png"", ""Denim/1072/im_4.png""]",False
1073,Denim,4,"[""Denim/1073/im_1.png"", ""Denim/1073/im_2.png"", ""Denim/1073/im_3.png"", ""Denim/1073/im_4.png""]",False
1074,Denim,4,"[""Denim/1074/im_1.png"", ""Denim/1074/im_2.png"", ""Denim/1074/im_3.png"", ""Denim/1074/im_4.png""]",False
1075,Denim,4,"[""Denim/1075/im_1.png"", ""Denim/1075/im_2.png"", ""Denim/1075/im_3.png"", ""Denim/1075/im_4.png""]",False
1076,Denim,4,"[""Denim/1076/im_1.png"", ""Denim/1076/im_2.png"", ""Denim/1076/im_3.png"", ""Denim/1076/im_4.png""]",False
1077,Denim,4,"[""Denim/1077/im_1.png"", ""Denim/1077/im_2.png"", ""Denim/1077/im_3.png"", ""Denim/1077/im_4.png""]",False
1078,Denim,4,"[""Denim/1078/im_1.png"", ""Denim/1078/im_2.png"", ""Denim/1078/im_3.png"", ""Denim/1078/im_4.png""]",False
1079,Denim,4,"[""Denim/1079/im_1.png"", ""Denim/1079/im_2.png"", ""Denim/1079/im_3.png"", ""Denim/1079/im_4.png""]",False
1080,Denim,4,"[""Denim/1080/im_1.png"", ""Denim/1080/im_2.png"", ""Denim/1080/im_3.png"", ""Denim/1080/im_4.png""]",False
1081,Denim,4,"[""Denim/1081/im_1.png"", ""Denim/1081/im_2.png"", ""Denim/1081/im_3.png"", ""Denim/1081/im_4.png""]",False
1082,Denim,4,"[""Denim/1082/im_1.png"", ""Denim/1082/im_2.png"", ""Denim/1082/im_3.png"", ""Denim/1082/im_4.png""]",False
1083,Denim,4,"[""Denim/1083/im_1.png"", ""Denim/1083/im_2.png"", ""Denim/1083/im_3.png"", ""Denim/1083/im_4.png""]",False
1084,Denim,4,"[""Denim/1084/im_1.png"", ""Denim/1084/im_2.png"", ""Denim/1084/im_3.png"", ""Denim/1084/im_4.png""]",False
1085,Denim,4,"[""Denim/1085/im_1.png"", ""Denim/1085/im_2.png"", ""Denim/1085/im_3.png"", ""Denim/1085/im_4.png""]",False
1086,Denim,4,"[""Denim/1086/im_1.png"", ""Denim/1086/im_2.png"", ""Denim/1086/im_3.png"", ""Denim/1086/im_4.png""]",False
1087,Denim,4,"[""Denim/1087/im_1.png"", ""Denim/1087/im_2.png"", ""Denim/1087/im_3.png"", ""Denim/1087/im_4.png""]",False
109,Polyester,4,"[""Polyester/109/im_1.png"", ""Polyester/109/im_2.png"", ""Polyester/109/im_3.png"", ""Polyester/109/im_4.png""]",False
1099,Cotton,4,"[""Cotton/1099/im_1.png"", ""Cotton/1099/im_2.png"", ""Cotton/1099/im_3.png"", ""Cotton/1099/im_4.png""]",False
11,Cotton,4,"[""Cotton/11/im_1.png"", ""Cotton/11/im_2.png"", ""Cotton/11/im_3.png"", ""Cotton/11/im_4.png""]",False
110,Polyester,4,"[""Polyester/110/im_1.png"", ""Polyester/110/im_2.png"", ""Polyester/110/im_3.png"", ""Polyester/110/im_4.png""]",False
1100,Cotton,4,"[""Cotton/1100/im_1.png"", ""Cotton/1100/im_2.png"", ""Cotton/1100/im_3.png"", ""Cotton/1100/im_4.png""]",False
1101,Cotton,4,"[""Cotton/1101/im_1.png"", ""Cotton/1101/im_2.png"", ""Cotton/1101/im_3.png"", ""Cotton/1101/im_4.png""]",False
1107,Cotton,4,"[""Cotton/1107/im_1.png"", ""Cotton/1107/im_2.png"", ""Cotton/1107/im_3.png"", ""Cotton/1107/im_4.png""]",False
1108,Cotton,4,"[""Cotton/1108/im_1.png"", ""Cotton/1108/im_2.png"", ""Cotton/1108/im_3.png"", ""Cotton/1108/im_4.png""]",False
1109,Cotton,4,"[""Cotton/1109/im_1.png"", ""Cotton/1109/im_2.png"", ""Cotton/1109/im_3.png"", ""Cotton/1109/im_4.png""]",False
111,Cotton,4,"[""Cotton/111/im_1.png"", ""Cotton/111/im_2.png"", ""Cotton/111/im_3.png"", ""Cotton/111/im_4.png""]",False
1110,Cotton,4,"[""Cotton/1110/im_1.png"", ""Cotton/1110/im_2.png"", ""Cotton/1110/im_3.png"", ""Cotton/1110/im_4.png""]",False
1117,Denim,4,"[""Denim/1117/im_1.png"", ""Denim/1117/im_2.png"", ""Denim/1117/im_3.png"", ""Denim/1117/im_4.png""]",False
1118,Denim,4,"[""Denim/1118/im_1.png"", ""Denim/1118/im_2.png"", ""Denim/1118/im_3.png"", ""Denim/1118/im_4.png""]",False
1119,Denim,4,"[""Denim/1119/im_1.png"", ""Denim/1119/im_2.png"", ""Denim/1119/im_3.png"", ""Denim/1119/im_4.png""]",False
112,Cotton,4,"[""Cotton/112/im_1.png"", ""Cotton/112/im_2.png"", ""Cotton/112/im_3.png"", ""Cotton/112/im_4.png""]",False
1120,Denim,4,"[""Denim/1120/im_1.png"", ""Denim/1120/im_2.png"", ""Denim/1120/im_3.png"", ""Denim/1120/im_4.png""]",False
1121,Cotton,4,"[""Cotton/1121/im_1.png"", ""Cotton/1121/im_2.png"", ""Cotton/1121/im_3.png"", ""Cotton/1121/im_4.png""]",False
1122,Cotton,4,"[""Cotton/1122/im_1.png"", ""Cotton/1122/im_2.png"", ""Cotton/1122/im_3.png"", ""Cotton/1122/im_4.png""]",False
1123,Cotton,4,"[""Cotton/1123/im_1.png"", ""Cotton/1123/im_2.png"", ""Cotton/1123/im_3.png"", ""Cotton/1123/im_4.png""]",False
1124,Cotton,4,"[""Cotton/1124/im_1.png"", ""Cotton/1124/im_2.png"", ""Cotton/1124/im_3.png"", ""Cotton/1124/im_4.png""]",False
1125,Cotton,4,"[""Cotton/1125/im_1.png"", ""Cotton/1125/im_2.png"", ""Cotton/1125/im_3.png"", ""Cotton/1125/im_4.png""]",False
1126,Cotton,4,"[""Cotton/1126/im_1.png"", ""Cotton/1126/im_2.png"", ""Cotton/1126/im_3.png"", ""Cotton/1126/im_4.png""]",False
1127,Cotton,4,"[""Cotton/1127/im_1.png"", ""Cotton/1127/im_2.png"", ""Cotton/1127/im_3.png"", ""Cotton/1127/im_4.png""]",False
1128,Cotton,4,"[""Cotton/1128/im_1.png"", ""Cotton/1128/im_2.png"", ""Cotton/1128/im_3.png"", ""Cotton/1128/im_4.png""]",False
1129,Cotton,4,"[""Cotton/1129/im_1.png"", ""Cotton/1129/im_2.png"", ""Cotton/1129/im_3.png"", ""Cotton/1129/im_4.png""]",False
113,Cotton,4,"[""Cotton/113/im_1.png"", ""Cotton/113/im_2.png"", ""Cotton/113/im_3.png"", ""Cotton/113/im_4.png""]",False
1134,Denim,4,"[""Denim/1134/im_1.png"", ""Denim/1134/im_2.png"", ""Denim/1134/im_3.png"", ""Denim/1134/im_4.png""]",False
1135,Denim,4,"[""Denim/1135/im_1.png"", ""Denim/1135/im_2.png"", ""Denim/1135/im_3.png"", ""Denim/1135/im_4.png""]",False
1136,Denim,4,"[""Denim/1136/im_1.png"", ""Denim/1136/im_2.png"", ""Denim/1136/im_3.png"", ""Denim/1136/im_4.png""]",False
1137,Denim,4,"[""Denim/1137/im_1.png"", ""Denim/1137/im_2.png"", ""Denim/1137/im_3.png"", ""Denim/1137/im_4.png""]",False
1138,Denim,4,"[""Denim/1138/im_1.png"", ""Denim/1138/im_2.png"", ""Denim/1138/im_3.png"", ""Denim/1138/im_4.png""]",False
1139,Denim,4,"[""Denim/1139/im_1.png"", ""Denim/1139/im_2.png"", ""Denim/1139/im_3.png"", ""Denim/1139/im_4.png""]",False
114,Cotton,4,"[""Cotton/114/im_1.png"", ""Cotton/114/im_2.png"", ""Cotton/114/im_3.png"", ""Cotton/114/im_4.png""]",False
1141,Cotton,4,"[""Cotton/1141/im_1.png"", ""Cotton/1141/im_2.png"", ""Cotton/1141/im_3.png"", ""Cotton/1141/im_4.png""]",False
1142,Cotton,4,"[""Cotton/1142/im_1.png"", ""Cotton/1142/im_2.png"", ""Cotton/1142/im_3.png"", ""Cotton/1142/im_4.png""]",False
1143,Cotton,4,"[""Cotton/1143/im_1.png"", ""Cotton/1143/im_2.png"", ""Cotton/1143/im_3.png"", ""Cotton/1143/im_4.png""]",False
1144,Cotton,4,"[""Cotton/1144/im_1.png"", ""Cotton/1144/im_2.png"", ""Cotton/1144/im_3.png"", ""Cotton/1144/im_4.png""]",False
1145,Cotton,4,"[""Cotton/1145/im_1.png"", ""Cotton/1145/im_2.png"", ""Cotton/1145/im_3.png"", ""Cotton/1145/im_4.png""]",False
1146,Cotton,4,"[""Cotton/1146/im_1.png"", ""Cotton/1146/im_2.png"", ""Cotton/1146/im_3.png"", ""Cotton/1146/im_4.png""]",False
1147,Cotton,4,"[""Cotton/1147/im_1.png"", ""Cotton/1147/im_2.png"", ""Cotton/1147/im_3.png"", ""Cotton/1147/im_4.png""]",False
1148,Cotton,4,"[""Cotton/1148/im_1.png"", ""Cotton/1148/im_2.png"", ""Cotton/1148/im_3.png"", ""Cotton/1148/im_4.png""]",False
1149,Cotton,4,"[""Cotton/1149/im_1.png"", ""Cotton/1149/im_2.png"", ""Cotton/1149/im_3.png"", ""Cotton/1149/im_4.png""]",False
1150,Cotton,4,"[""Cotton/1150/im_1.png"", ""Cotton/1150/im_2.png"", ""Cotton/1150/im_3.png"", ""Cotton/1150/im_4.png""]",False
1151,Cotton,4,"[""Cotton/1151/im_1.png"", ""Cotton/1151/im_2.png"", ""Cotton/1151/im_3.png"", ""Cotton/1151/im_4.png""]",False
1152,Cotton,4,"[""Cotton/1152/im_1.png"", ""Cotton/1152/im_2.png"", ""Cotton/1152/im_3.png"", ""Cotton/1152/im_4.png""]",False
1153,Cotton,4,"[""Cotton/1153/im_1.png"", ""Cotton/1153/im_2.png"", ""Cotton/1153/im_3.png"", ""Cotton/1153/im_4.png""]",False
1154,Cotton,4,"[""Cotton/1154/im_1.png"", ""Cotton/1154/im_2.png"", ""Cotton/1154/im_3.png"", ""Cotton/1154/im_4.png""]",False
1155,Cotton,4,"[""Cotton/1155/im_1.png"", ""Cotton/1155/im_2.png"", ""Cotton/1155/im_3.png"", ""Cotton/1155/im_4.png""]",False
1156,Cotton,4,"[""Cotton/1156/im_1.png"", ""Cotton/1156/im_2.png"", ""Cotton/1156/im_3.png"", ""Cotton/1156/im_4.png""]",False
1157,Cotton,4,"[""Cotton/1157/im_1.png"", ""Cotton/1157/im_2.png"", ""Cotton/1157/im_3.png"", ""Cotton/1157/im_4.png""]",False
1158,Cotton,4,"[""Cotton/1158/im_1.png"", ""Cotton/1158/im_2.png"", ""Cotton/1158/im_3.png"", ""Cotton/1158/im_4.png""]",False
1159,Cotton,4,"[""Cotton/1159/im_1.png"", ""Cotton/1159/im_2.png"", ""Cotton/1159/im_3.png"", ""Cotton/1159/im_4.png""]",False
1160,Cotton,4,"[""Cotton/1160/im_1.png"", ""Cotton/1160/im_2.png"", ""Cotton/1160/im_3.png"", ""Cotton/1160/im_4.png""]",False
1161,Cotton,4,"[""Cotton/1161/im_1.png"", ""Cotton/1161/im_2.png"", ""Cotton/1161/im_3.png"", ""Cotton/1161/im_4.png""]",False
1162,Cotton,4,"[""Cotton/1162/im_1.png"", ""Cotton/1162/im_2.png"", ""Cotton/1162/im_3.png"", ""Cotton/1162/im_4.png""]",False
1163,Cotton,4,"[""Cotton/1163/im_1.png"", ""Cotton/1163/im_2.png"", ""Cotton/1163/im_3.png"", ""Cotton/1163/im_4.png""]",False
1164,Cotton,4,"[""Cotton/1164/im_1.png"", ""Cotton/1164/im_2.png"", ""Cotton/1164/im_3.png"", ""Cotton/1164/im_4.png""]",False
1165,Cotton,4,"[""Cotton/1165/im_1.png"", ""Cotton/1165/im_2.png"", ""Cotton/1165/im_3.png"", ""Cotton/1165/im_4.png""]",False
1166,Cotton,4,"[""Cotton/1166/im_1.png"", ""Cotton/1166/im_2.png"", ""Cotton/1166/im_3.png"", ""Cotton/1166/im_4.png""]",False
1167,Cotton,4,"[""Cotton/1167/im_1.png"", ""Cotton/1167/im_2.png"", ""Cotton/1167/im_3.png"", ""Cotton/1167/im_4.png""]",False
1168,Cotton,4,"[""Cotton/1168/im_1.png"", ""Cotton/1168/im_2.png"", ""Cotton/1168/im_3.png"", ""Cotton/1168/im_4.png""]",False
1169,Cotton,4,"[""Cotton/1169/im_1.png"", ""Cotton/1169/im_2.png"", ""Cotton/1169/im_3.png"", ""Cotton/1169/im_4.png""]",False
1170,Cotton,4,"[""Cotton/1170/im_1.png"", ""Cotton/1170/im_2.png"", ""Cotton/1170/im_3.png"", ""Cotton/1170/im_4.png""]",False
1171,Cotton,4,"[""Cotton/1171/im_1.png"", ""Cotton/1171/im_2.png"", ""Cotton/1171/im_3.png"", ""Cotton/1171/im_4.png""]",False
1172,Cotton,4,"[""Cotton/1172/im_1.png"", ""Cotton/1172/im_2.png"", ""Cotton/1172/im_3.png"", ""Cotton/1172/im_4.png""]",False
1179,Cotton,4,"[""Cotton/1179/im_1.png"", ""Cotton/1179/im_2.png"", ""Cotton/1179/im_3.png"", ""Cotton/1179/im_4.png""]",False
118,Viscose,4,"[""Viscose/118/im_1.png"", ""Viscose/118/im_2.png"", ""Viscose/118/im_3.png"", ""Viscose/118/im_4.png""]",False
1180,Cotton,4,"[""Cotton/1180/im_1.png"", ""Cotton/1180/im_2.png"", ""Cotton/1180/im_3.png"", ""Cotton/1180/im_4.png""]",False
1181,Cotton,4,"[""Cotton/1181/im_1.png"", ""Cotton/1181/im_2.png"", ""Cotton/1181/im_3.png"", ""Cotton/1181/im_4.png""]",False
1182,Cotton,4,"[""Cotton/1182/im_1.png"", ""Cotton/1182/im_2.png"", ""Cotton/1182/im_3.png"", ""Cotton/1182/im_4.png""]",False
1183,Cotton,4,"[""Cotton/1183/im_1.png"", ""Cotton/1183/im_2.png"", ""Cotton/1183/im_3.png"", ""Cotton/1183/im_4.png""]",False
1184,Cotton,4,"[""Cotton/1184/im_1.png"", ""Cotton/1184/im_2.png"", ""Cotton/1184/im_3.png"", ""Cotton/1184/im_4.png""]",False
1185,Cotton,4,"[""Cotton/1185/im_1.png"", ""Cotton/1185/im_2.png"", ""Cotton/1185/im_3.png"", ""Cotton/1185/im_4.png""]",False
1188,Cotton,4,"[""Cotton/1188/im_1.png"", ""Cotton/1188/im_2.png"", ""Cotton/1188/im_3.png"", ""Cotton/1188/im_4.png""]",False
119,Viscose,4,"[""Viscose/119/im_1.png"", ""Viscose/119/im_2.png"", ""Viscose/119/im_3.png"", ""Viscose/119/im_4.png""]",False
1190,Denim,4,"[""Denim/1190/im_1.png"", ""Denim/1190/im_2.png"", ""Denim/1190/im_3.png"", ""Denim/1190/im_4.png""]",False
1191,Denim,4,"[""Denim/1191/im_1.png"", ""Denim/1191/im_2.png"", ""Denim/1191/im_3.png"", ""Denim/1191/im_4.png""]",False
1192,Denim,4,"[""Denim/1192/im_1.png"", ""Denim/1192/im_2.png"", ""Denim/1192/im_3.png"", ""Denim/1192/im_4.png""]",False
1193,Cotton,4,"[""Cotton/1193/im_1.png"", ""Cotton/1193/im_2.png"", ""Cotton/1193/im_3.png"", ""Cotton/1193/im_4.png""]",False
1194,Cotton,4,"[""Cotton/1194/im_1.png"", ""Cotton/1194/im_2.png"", ""Cotton/1194/im_3.png"", ""Cotton/1194/im_4.png""]",False
1195,Cotton,4,"[""Cotton/1195/im_1.png"", ""Cotton/1195/im_2.png"", ""Cotton/1195/im_3.png"", ""Cotton/1195/im_4.png""]",False
1196,Cotton,4,"[""Cotton/1196/im_1.png"", ""Cotton/1196/im_2.png"", ""Cotton/1196/im_3.png"", ""Cotton/1196/im_4.png""]",False
1197,Cotton,4,"[""Cotton/1197/im_1.png"", ""Cotton/1197/im_2.png"", ""Cotton/1197/im_3.png"", ""Cotton/1197/im_4.png""]",False
1198,Cotton,4,"[""Cotton/1198/im_1.png"", ""Cotton/1198/im_2.png"", ""Cotton/1198/im_3.png"", ""Cotton/1198/im_4.png""]",False
1199,Cotton,4,"[""Cotton/1199/im_1.png"", ""Cotton/1199/im_2.png"", ""Cotton/1199/im_3.png"", ""Cotton/1199/im_4.png""]",False
12,Denim,4,"[""Denim/12/im_1.png"", ""Denim/12/im_2.png"", ""Denim/12/im_3.png"", ""Denim/12/im_4.png""]",False
120,Cotton,4,"[""Cotton/120/im_1.png"", ""Cotton/120/im_2.png"", ""Cotton/120/im_3.png"", ""Cotton/120/im_4.png""]",False
1200,Cotton,4,"[""Cotton/1200/im_1.png"", ""Cotton/1200/im_2.png"", ""Cotton/1200/im_3.png"", ""Cotton/1200/im_4.png""]",False
1201,Cotton,4,"[""Cotton/1201/im_1.png"", ""Cotton/1201/im_2.png"", ""Cotton/1201/im_3.png"", ""Cotton/1201/im_4.png""]",False
1202,Cotton,4,"[""Cotton/1202/im_1.png"", ""Cotton/1202/im_2.png"", ""Cotton/1202/im_3.png"", ""Cotton/1202/im_4.png""]",False
1203,Nylon,4,"[""Nylon/1203/im_1.png"", ""Nylon/1203/im_2.png"", ""Nylon/1203/im_3.png"", ""Nylon/1203/im_4.png""]",False
1204,Nylon,4,"[""Nylon/1204/im_1.png"", ""Nylon/1204/im_2.png"", ""Nylon/1204/im_3.png"", ""Nylon/1204/im_4.png""]",False
1205,Nylon,4,"[""Nylon/1205/im_1.png"", ""Nylon/1205/im_2.png"", ""Nylon/1205/im_3.png"", ""Nylon/1205/im_4.png""]",False
1206,Nylon,4,"[""Nylon/1206/im_1.png"", ""Nylon/1206/im_2.png"", ""Nylon/1206/im_3.png"", ""Nylon/1206/im_4.png""]",False
1207,Nylon,4,"[""Nylon/1207/im_1.png"", ""Nylon/1207/im_2.png"", ""Nylon/1207/im_3.png"", ""Nylon/1207/im_4.png""]",False
121,Cotton,4,"[""Cotton/121/im_1.png"", ""Cotton/121/im_2.png"", ""Cotton/121/im_3.png"", ""Cotton/121/im_4.png""]",False
1210,Cotton,4,"[""Cotton/1210/im_1.png"", ""Cotton/1210/im_2.png"", ""Cotton/1210/im_3.png"", ""Cotton/1210/im_4.png""]",False
1211,Cotton,4,"[""Cotton/1211/im_1.png"", ""Cotton/1211/im_2.png"", ""Cotton/1211/im_3.png"", ""Cotton/1211/im_4.png""]",False
1212,Cotton,4,"[""Cotton/1212/im_1.png"", ""Cotton/1212/im_2.png"", ""Cotton/1212/im_3.png"", ""Cotton/1212/im_4.png""]",False
1213,Cotton,4,"[""Cotton/1213/im_1.png"", ""Cotton/1213/im_2.png"", ""Cotton/1213/im_3.png"", ""Cotton/1213/im_4.png""]",False
1214,Nylon,4,"[""Nylon/1214/im_1.png"", ""Nylon/1214/im_2.png"", ""Nylon/1214/im_3.png"", ""Nylon/1214/im_4.png""]",False
1215,Nylon,4,"[""Nylon/1215/im_1.png"", ""Nylon/1215/im_2.png"", ""Nylon/1215/im_3.png"", ""Nylon/1215/im_4.png""]",False
1216,Cotton,4,"[""Cotton/1216/im_1.png"", ""Cotton/1216/im_2.png"", ""Cotton/1216/im_3.png"", ""Cotton/1216/im_4.png""]",False
1217,Cotton,4,"[""Cotton/1217/im_1.png"", ""Cotton/1217/im_2.png"", ""Cotton/1217/im_3.png"", ""Cotton/1217/im_4.png""]",False
1218,Cotton,4,"[""Cotton/1218/im_1.png"", ""Cotton/1218/im_2.png"", ""Cotton/1218/im_3.png"", ""Cotton/1218/im_4.png""]",False
1219,Cotton,4,"[""Cotton/1219/im_1.png"", ""Cotton/1219/im_2.png"", ""Cotton/1219/im_3.png"", ""Cotton/1219/im_4.png""]",False
122,Cotton,4,"[""Cotton/122/im_1.png"", ""Cotton/122/im_2.png"", ""Cotton/122/im_3.png"", ""Cotton/122/im_4.png""]",False
1220,Cotton,4,"[""Cotton/1220/im_1.png"", ""Cotton/1220/im_2.png"", ""Cotton/1220/im_3.png"", ""Cotton/1220/im_4.png""]",False
