sample_id,class_name,split,image_count
1714,Cotton,train,4
1715,Cotton,train,4
1716,Cotton,validation,4
1717,Cotton,train,4
1718,Cotton,train,4
1719,Cotton,train,4
172,Viscose,train,4
1720,Cotton,train,4
1721,Cotton,validation,4
1722,Cotton,train,4
1723,Cotton,train,4
1724,Cotton,test,4
1725,Cotton,train,4
1729,Cotton,train,4
173,Cotton,validation,4
1730,Cotton,train,4
1731,Cotton,validation,4
1732,Cotton,train,4
1733,Cotton,train,4
1734,Cotton,train,4
1735,Cotton,train,4
1736,Cotton,train,4
1737,Cotton,train,4
1738,Cotton,train,4
1739,Cotton,train,4
174,Cotton,test,4
1740,Cotton,train,4
1743,Cotton,train,4
1744,Cotton,validation,4
1745,Cotton,train,4
1746,Cotton,train,4
1747,Cotton,train,4
1748,Cotton,train,4
1749,Cotton,test,4
175,Cotton,validation,4
1751,Cotton,validation,4
1752,Cotton,test,4
1753,Cotton,test,4
1754,Cotton,validation,4
1755,Cotton,train,4
1756,Cotton,train,4
1757,Cotton,train,4
1758,Cotton,train,4
1759,Cotton,test,4
176,Cotton,train,4
1760,Cotton,train,4
1761,Cotton,train,4
1766,Cotton,train,4
1767,Cotton,train,4
1768,Cotton,validation,4
1769,Cotton,train,4
177,Cotton,train,4
1770,Nylon,train,4
1771,Nylon,train,4
1772,Nylon,test,4
1773,Nylon,train,4
1774,Cotton,train,4
1775,Cotton,validation,4
1778,Nylon,train,4
1779,Nylon,test,4
178,Cotton,train,4
1780,Nylon,train,4
1789,Cotton,train,4
179,Cotton,train,4
1790,Cotton,train,4
1795,Cotton,validation,4
1796,Cotton,test,4
180,Cotton,train,4
1801,Cotton,train,4
1802,Cotton,train,4
1803,Nylon,train,4
1804,Nylon,test,4
1805,Nylon,train,4
1806,Cotton,train,4
1807,Cotton,test,4
1808,Cotton,train,4
1809,Cotton,train,4
181,Cotton,validation,4
1814,Nylon,validation,4
1815,Nylon,train,4
1818,Cotton,train,4
1819,Cotton,train,4
1830,Cotton,test,4
1831,Cotton,test,4
1832,Cotton,train,4
1833,Cotton,train,4
1834,Cotton,train,4
1835,Cotton,train,4
1838,Cotton,train,4
1839,Cotton,train,4
1840,Cotton,train,4
1843,Cotton,train,4
1844,Cotton,train,4
1847,Cotton,test,4
1848,Cotton,train,4
1849,Cotton,train,4
185,Viscose,train,4
1850,Cotton,train,4
1851,Cotton,train,4
1852,Cotton,validation,4
1855,Polyester,validation,4
1856,Polyester,train,4
1857,Polyester,train,4
1858,Polyester,test,4
186,Viscose,train,4
1861,Fleece,test,4
1862,Fleece,test,4
1863,Fleece,train,4
1864,Fleece,test,4
1865,Polyester,train,4
1866,Polyester,train,4
1867,Polyester,test,4
1868,Polyester,train,4
1869,Polyester,train,4
187,Cotton,train,4
1870,Fleece,train,4
1871,Fleece,train,4
1872,Fleece,train,4
1873,Fleece,train,4
1874,Fleece,test,4
1875,Fleece,train,4
1876,Fleece,train,4
1877,Fleece,test,4
1878,Fleece,validation,4
1879,Fleece,train,4
188,Cotton,validation,4
1880,Fleece,validation,4
1881,Fleece,train,4
1883,Fleece,train,4
1884,Fleece,validation,4
1885,Fleece,train,4
1886,Cotton,train,4
1887,Cotton,train,4
1888,Cotton,test,4
1889,Cotton,train,4
189,Viscose,validation,4
1896,Nylon,validation,4
1897,Nylon,train,4
1898,Nylon,train,4
1899,Nylon,train,4
19,Cotton,train,4
190,Viscose,train,4
1900,Nylon,validation,4
1901,Nylon,train,4
1902,Nylon,train,4
1903,Nylon,train,4
1904,Nylon,test,4
1905,Nylon,train,4
1906,Nylon,train,4
1907,Nylon,train,4
1908,Nylon,validation,4
1909,Nylon,train,4
191,Viscose,validation,4
1910,Nylon,train,4
1911,Nylon,validation,4
1912,Polyester,train,4
1913,Polyester,train,4
1914,Polyester,train,4
1915,Polyester,train,4
1916,Polyester,validation,4
1917,Polyester,train,4
1918,Polyester,train,4
1919,Nylon,train,4
1920,Nylon,train,4
194,Cotton,validation,4
1940,Cotton,validation,4
1941,Cotton,train,4
1942,Cotton,train,4
1943,Cotton,train,4
1945,Polyester,train,4
1946,Polyester,validation,4
1947,Polyester,train,4
1948,Polyester,train,4
195,Cotton,train,4
1951,Polyester,train,4
1952,Polyester,train,4
1957,Cotton,test,4
1958,Cotton,train,4
196,Viscose,train,4
197,Viscose,train,4
198,Viscose,validation,4
199,Viscose,test,4
2,Cotton,validation,4
20,Silk,train,4
200,Viscose,test,4
201,Viscose,validation,4
204,Cotton,train,4
206,Cotton,train,4
207,Viscose,validation,4
208,Viscose,train,4
209,Cotton,train,4
21,Silk,validation,4
210,Cotton,validation,4
211,Cotton,train,4
212,Cotton,test,4
213,Cotton,validation,4
214,Cotton,test,4
215,Cotton,train,4
216,Cotton,train,4
217,Cotton,validation,4
218,Cotton,validation,4
219,Cotton,train,4
22,Wool,validation,4
220,Cotton,test,4
223,Cotton,train,4
224,Cotton,validation,4
225,Denim,test,4
226,Denim,train,4
227,Cotton,validation,4
228,Cotton,validation,4
229,Cotton,validation,4
23,Wool,validation,4
230,Cotton,validation,4
231,Cotton,test,4
232,Cotton,validation,4
233,Cotton,test,4
234,Cotton,test,4
236,Cotton,train,4
237,Cotton,train,4
238,Cotton,train,4
239,Cotton,train,4
24,Cotton,train,4
240,Cotton,train,4
243,Cotton,train,4
244,Cotton,train,4
245,Cotton,test,4
246,Cotton,train,4
247,Cotton,train,4
248,Cotton,train,4
25,Cotton,train,4
250,Cotton,test,4
251,Cotton,train,4
252,Cotton,train,4
253,Cotton,validation,4
254,Cotton,train,4
255,Cotton,validation,4
256,Polyester,train,4
257,Polyester,train,4
258,Polyester,train,4
259,Terrycloth,test,4
26,Viscose,test,4
260,Terrycloth,validation,4
261,Terrycloth,train,4
262,Terrycloth,validation,4
263,Terrycloth,train,4
264,Terrycloth,train,4
265,Terrycloth,train,4
266,Terrycloth,train,4
267,Terrycloth,validation,4
268,Terrycloth,train,4
269,Terrycloth,train,4
270,Terrycloth,train,4
271,Terrycloth,train,4
272,Terrycloth,validation,4
273,Terrycloth,train,4
277,Cotton,train,4
278,Cotton,train,4
279,Viscose,train,4
280,Viscose,train,4
281,Viscose,train,4
284,Polyester,train,4
285,Polyester,train,4
290,Cotton,train,4
291,Cotton,train,4
296,Cotton,train,4
298,Cotton,train,4
299,Cotton,train,4
3,Cotton,train,4
300,Denim,train,4
301,Denim,train,4
302,Cotton,train,4
303,Cotton,train,4
312,Cotton,train,4
313,Cotton,train,4
318,Cotton,train,4
319,Cotton,test,4
320,Cotton,train,4
321,Cotton,train,4
322,Polyester,train,4
323,Polyester,train,4
324,Cotton,test,4
325,Cotton,train,4
326,Cotton,train,4
327,Cotton,test,4
33,Wool,train,4
330,Cotton,train,4
331,Cotton,validation,4
336,Wool,train,4
337,Wool,train,4
338,Wool,train,4
34,Wool,train,4
341,Cotton,train,4
342,Cotton,train,4
346,Cotton,train,4
347,Cotton,train,4
348,Cotton,train,4
349,Cotton,test,4
35,Wool,train,4
355,Wool,train,4
356,Wool,validation,4
357,Wool,train,4
358,Wool,train,4
359,Wool,train,4
36,Polyester,validation,4
37,Polyester,train,4
372,Wool,validation,4
373,Wool,train,4
377,Polyester,train,4
378,Polyester,train,4
381,Wool,train,4
382,Wool,test,4
385,Cotton,train,4
386,Cotton,train,4
387,Cotton,train,4
388,Cotton,train,4
389,Cotton,test,4
390,Cotton,train,4
391,Cotton,train,4
394,Cotton,validation,4
395,Cotton,test,4
396,Cotton,train,4
397,Cotton,train,4
398,Cotton,train,4
399,Cotton,train,4
400,Cotton,train,4
401,Polyester,validation,4
402,Polyester,validation,4
403,Cotton,train,4
404,Cotton,train,4
405,Cotton,train,4
406,Cotton,train,4
407,Cotton,train,4
408,Cotton,train,4
409,Cotton,test,4
413,Cotton,train,4
414,Cotton,train,4
415,Cotton,validation,4
417,Cotton,train,4
418,Cotton,train,4
419,Cotton,test,4
42,Viscose,train,4
420,Denim,train,4
421,Denim,validation,4
422,Denim,train,4
423,Denim,train,4
424,Denim,train,4
425,Cotton,validation,4
426,Cotton,train,4
427,Cotton,train,4
428,Cotton,train,4
429,Denim,train,4
430,Denim,train,4
431,Denim,train,4
432,Denim,train,4
433,Denim,train,4
434,Cotton,train,4
435,Cotton,train,4
436,Silk,validation,4
437,Silk,train,4
438,Cotton,train,4
439,Nylon,test,4
440,Cotton,train,4
441,Cotton,test,4
442,Cotton,train,4
443,Cotton,train,4
444,Wool,train,4
445,Wool,train,4
446,Wool,test,4
447,Polyester,train,4
448,Polyester,train,4
449,Polyester,train,4
450,Polyester,train,4
451,Cotton,train,4
452,Cotton,test,4
453,Terrycloth,train,4
454,Terrycloth,train,4
455,Terrycloth,test,4
456,Cotton,train,4
457,Cotton,train,4
458,Polyester,train,4
459,Polyester,train,4
46,Viscose,train,4
460,Nylon,train,4
461,Nylon,test,4
462,Cotton,train,4
463,Cotton,train,4
464,Cotton,validation,4
465,Cotton,train,4
466,Cotton,train,4
467,Cotton,validation,4
469,Cotton,train,4
47,Viscose,train,4
470,Cotton,train,4
471,Cotton,validation,4
474,Cotton,train,4
475,Cotton,train,4
476,Cotton,train,4
477,Cotton,train,4
478,Cotton,train,4
479,Cotton,train,4
48,Viscose,train,4
480,Cotton,train,4
481,Cotton,train,4
482,Nylon,validation,4
483,Nylon,train,4
486,Terrycloth,train,4
487,Terrycloth,train,4
488,Silk,train,4
489,Silk,train,4
490,Cotton,validation,4
491,Cotton,train,4
495,Cotton,train,4
496,Cotton,train,4
5,Terrycloth,train,4
50,Cotton,train,4
501,Polyester,test,4
502,Polyester,validation,4
503,Wool,train,4
504,Wool,train,4
507,Cotton,train,4
508,Cotton,train,4
51,Cotton,train,4
511,Polyester,train,4
512,Polyester,test,4
513,Polyester,train,4
514,Polyester,test,4
515,Denim,train,4
516,Denim,train,4
517,Polyester,train,4
518,Polyester,train,4
519,Polyester,train,4
52,Cotton,test,4
522,Silk,train,4
523,Silk,validation,4
524,Polyester,validation,4
525,Polyester,train,4
526,Wool,train,4
529,Cotton,test,4
53,Polyester,train,4
530,Cotton,validation,4
531,Cotton,train,4
532,Terrycloth,train,4
538,Nylon,test,4
54,Viscose,train,4
541,Cotton,train,4
542,Polyester,test,4
543,Polyester,train,4
56,Polyester,train,4
57,Wool,train,4
581,Polyester,train,4
582,Polyester,validation,4
583,Polyester,train,4
59,Wool,train,4
60,Wool,train,4
617,Polyester,train,4
618,Polyester,train,4
619,Polyester,train,4
62,Polyester,train,4
620,Polyester,train,4
621,Polyester,test,4
622,Polyester,train,4
623,Polyester,validation,4
624,Polyester,train,4
625,Polyester,train,4
626,Polyester,train,4
627,Polyester,train,4
628,Polyester,train,4
629,Polyester,train,4
63,Polyester,train,4
64,Polyester,validation,4
653,Polyester,train,4
654,Polyester,test,4
660,Wool,train,4
662,Wool,train,4
665,Polyester,test,4
666,Polyester,train,4
669,Polyester,train,4
67,Polyester,train,4
670,Polyester,test,4
679,Polyester,train,4
68,Polyester,test,4
680,Polyester,test,4
681,Polyester,train,4
682,Polyester,train,4
685,Polyester,test,4
686,Polyester,train,4
687,Cotton,train,4
688,Cotton,validation,4
689,Cotton,train,4
69,Cotton,train,4
690,Cotton,train,4
691,Cotton,train,4
692,Cotton,validation,4
693,Cotton,train,4
694,Cotton,test,4
695,Cotton,train,4
696,Cotton,train,4
697,Cotton,train,4
698,Cotton,train,4
699,Cotton,train,4
7,Wool,validation,4
70,Cotton,train,4
700,Polyester,validation,4
701,Polyester,train,4
702,Polyester,train,4
703,Polyester,train,4
704,Polyester,train,4
705,Polyester,train,4
706,Polyester,train,4
707,Polyester,validation,4
708,Polyester,train,4
709,Polyester,train,4
71,Cotton,train,4
710,Polyester,train,4
711,Polyester,validation,4
712,Polyester,train,4
713,Polyester,train,4
714,Polyester,train,4
715,Polyester,train,4
72,Cotton,train,4
728,Cotton,test,4
729,Cotton,test,4
73,Cotton,train,4
730,Cotton,train,4
731,Cotton,validation,4
732,Cotton,validation,4
733,Cotton,train,4
734,Cotton,test,4
735,Cotton,train,4
736,Cotton,train,4
737,Cotton,test,4
738,Cotton,train,4
739,Cotton,validation,4
74,Cotton,train,4
740,Cotton,train,4
741,Cotton,train,4
742,Cotton,test,4
743,Cotton,train,4
744,Cotton,train,4
745,Cotton,train,4
746,Cotton,test,4
747,Cotton,test,4
748,Cotton,train,4
749,Cotton,train,4
75,Cotton,train,4
750,Cotton,train,4
751,Cotton,train,4
752,Cotton,train,4
753,Polyester,train,4
755,Polyester,train,4
756,Polyester,validation,4
757,Polyester,train,4
758,Polyester,train,4
759,Polyester,train,4
76,Cotton,train,4
760,Polyester,validation,4
761,Polyester,train,4
762,Polyester,train,4
763,Polyester,train,4
764,Polyester,train,4
765,Polyester,train,4
766,Polyester,validation,4
767,Polyester,test,4
768,Polyester,test,4
769,Polyester,train,4
77,Cotton,train,4
774,Silk,train,4
775,Silk,train,4
776,Silk,test,4
777,Silk,validation,4
778,Silk,validation,4
779,Silk,train,4
78,Cotton,validation,4
780,Silk,train,4
781,Silk,test,4
782,Silk,train,4
783,Silk,validation,4
784,Silk,train,4
8,Cotton,train,4
802,Fleece,train,4
803,Fleece,train,4
804,Fleece,train,4
805,Fleece,validation,4
806,Fleece,train,4
808,Wool,train,4
809,Wool,test,4
811,Wool,test,4
817,Wool,test,4
818,Wool,train,4
819,Viscose,train,4
820,Polyester,validation,4
821,Polyester,train,4
823,Silk,train,4
824,Silk,train,4
825,Wool,validation,4
826,Wool,train,4
832,Cotton,train,4
833,Cotton,train,4
834,Cotton,train,4
835,Cotton,train,4
836,Cotton,test,4
837,Cotton,train,4
838,Cotton,test,4
839,Cotton,train,4
840,Cotton,train,4
841,Cotton,train,4
842,Cotton,train,4
843,Cotton,train,4
844,Cotton,train,4
845,Cotton,train,4
846,Cotton,train,4
847,Cotton,test,4
848,Cotton,train,4
849,Cotton,train,4
850,Cotton,train,4
851,Cotton,train,4
86,Cotton,train,4
869,Polyester,train,4
87,Cotton,train,4
870,Polyester,train,4
871,Polyester,test,4
872,Polyester,train,4
88,Polyester,validation,4
89,Polyester,train,4
9,Cotton,train,4
90,Viscose,train,4
903,Polyester,train,4
904,Polyester,train,4
905,Polyester,train,4
906,Polyester,test,4
907,Polyester,train,4
908,Polyester,train,4
909,Polyester,validation,4
91,Viscose,train,4
910,Polyester,train,4
