image_path,source_dataset,original_label,final_label,split,duplicate_group,near_duplicate_group,included,exclusion_reason,sample_or_garment_id,derived_path,split_path
Backend/datasets/ibug_fabrics/Blended/1578/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1578,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1578-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1578-im_4.png
Backend/datasets/ibug_fabrics/Blended/1579/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1579,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1579-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1579-im_1.png
Backend/datasets/ibug_fabrics/Blended/1579/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1579,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1579-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1579-im_2.png
Backend/datasets/ibug_fabrics/Blended/1579/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1579,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1579-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1579-im_3.png
Backend/datasets/ibug_fabrics/Blended/1579/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1579,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1579-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1579-im_4.png
Backend/datasets/ibug_fabrics/Blended/1584/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1584,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1584-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1584-im_1.png
Backend/datasets/ibug_fabrics/Blended/1584/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1584,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1584-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1584-im_2.png
Backend/datasets/ibug_fabrics/Blended/1584/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1584,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1584-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1584-im_3.png
Backend/datasets/ibug_fabrics/Blended/1584/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1584,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1584-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1584-im_4.png
Backend/datasets/ibug_fabrics/Blended/1585/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1585,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1585-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1585-im_1.png
Backend/datasets/ibug_fabrics/Blended/1585/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1585,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1585-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1585-im_2.png
Backend/datasets/ibug_fabrics/Blended/1585/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1585,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1585-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1585-im_3.png
Backend/datasets/ibug_fabrics/Blended/1585/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1585,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1585-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1585-im_4.png
Backend/datasets/ibug_fabrics/Blended/1781/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1781,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1781-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1781-im_1.png
Backend/datasets/ibug_fabrics/Blended/1781/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1781,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1781-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1781-im_2.png
Backend/datasets/ibug_fabrics/Blended/1781/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1781,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1781-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1781-im_3.png
Backend/datasets/ibug_fabrics/Blended/1781/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1781,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1781-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1781-im_4.png
Backend/datasets/ibug_fabrics/Blended/1782/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,validation,,,True,,ibug:Blended/1782,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1782-im_1.png,Backend/data/splits/ibug_material_v2/validation/Polyester/sample-Blended-1782-im_1.png
Backend/datasets/ibug_fabrics/Blended/1782/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,validation,,,True,,ibug:Blended/1782,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1782-im_2.png,Backend/data/splits/ibug_material_v2/validation/Polyester/sample-Blended-1782-im_2.png
Backend/datasets/ibug_fabrics/Blended/1782/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,validation,,,True,,ibug:Blended/1782,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1782-im_3.png,Backend/data/splits/ibug_material_v2/validation/Polyester/sample-Blended-1782-im_3.png
Backend/datasets/ibug_fabrics/Blended/1782/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,validation,,,True,,ibug:Blended/1782,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1782-im_4.png,Backend/data/splits/ibug_material_v2/validation/Polyester/sample-Blended-1782-im_4.png
Backend/datasets/ibug_fabrics/Blended/1783/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1783,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1783-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1783-im_1.png
Backend/datasets/ibug_fabrics/Blended/1783/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1783,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1783-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1783-im_2.png
Backend/datasets/ibug_fabrics/Blended/1783/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1783,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1783-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1783-im_3.png
Backend/datasets/ibug_fabrics/Blended/1783/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1783,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1783-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1783-im_4.png
Backend/datasets/ibug_fabrics/Blended/1810/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1810,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1810-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1810-im_1.png
Backend/datasets/ibug_fabrics/Blended/1810/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1810,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1810-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1810-im_2.png
Backend/datasets/ibug_fabrics/Blended/1810/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1810,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1810-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1810-im_3.png
Backend/datasets/ibug_fabrics/Blended/1810/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1810,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1810-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1810-im_4.png
Backend/datasets/ibug_fabrics/Blended/1811/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1811,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1811-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1811-im_1.png
Backend/datasets/ibug_fabrics/Blended/1811/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1811,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1811-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1811-im_2.png
Backend/datasets/ibug_fabrics/Blended/1811/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1811,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1811-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1811-im_3.png
Backend/datasets/ibug_fabrics/Blended/1811/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1811,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1811-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1811-im_4.png
Backend/datasets/ibug_fabrics/Blended/1812/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1812,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1812-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1812-im_1.png
Backend/datasets/ibug_fabrics/Blended/1812/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1812,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1812-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1812-im_2.png
Backend/datasets/ibug_fabrics/Blended/1812/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1812,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1812-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1812-im_3.png
Backend/datasets/ibug_fabrics/Blended/1812/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1812,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1812-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1812-im_4.png
Backend/datasets/ibug_fabrics/Blended/1813/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1813,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1813-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1813-im_1.png
Backend/datasets/ibug_fabrics/Blended/1813/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1813,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1813-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1813-im_2.png
Backend/datasets/ibug_fabrics/Blended/1813/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1813,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1813-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1813-im_3.png
Backend/datasets/ibug_fabrics/Blended/1813/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1813,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1813-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1813-im_4.png
Backend/datasets/ibug_fabrics/Blended/1953/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1953,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1953-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1953-im_1.png
Backend/datasets/ibug_fabrics/Blended/1953/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1953,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1953-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1953-im_2.png
Backend/datasets/ibug_fabrics/Blended/1953/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1953,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1953-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1953-im_3.png
Backend/datasets/ibug_fabrics/Blended/1953/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1953,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1953-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1953-im_4.png
Backend/datasets/ibug_fabrics/Blended/1954/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1954,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1954-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1954-im_1.png
Backend/datasets/ibug_fabrics/Blended/1954/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1954,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1954-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1954-im_2.png
Backend/datasets/ibug_fabrics/Blended/1954/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1954,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1954-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1954-im_3.png
Backend/datasets/ibug_fabrics/Blended/1954/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1954,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1954-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1954-im_4.png
Backend/datasets/ibug_fabrics/Blended/1955/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1955,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1955-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1955-im_1.png
Backend/datasets/ibug_fabrics/Blended/1955/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1955,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1955-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1955-im_2.png
Backend/datasets/ibug_fabrics/Blended/1955/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1955,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1955-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1955-im_3.png
Backend/datasets/ibug_fabrics/Blended/1955/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1955,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1955-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1955-im_4.png
Backend/datasets/ibug_fabrics/Blended/1956/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1956,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1956-im_1.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1956-im_1.png
Backend/datasets/ibug_fabrics/Blended/1956/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1956,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1956-im_2.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1956-im_2.png
Backend/datasets/ibug_fabrics/Blended/1956/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1956,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1956-im_3.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1956-im_3.png
Backend/datasets/ibug_fabrics/Blended/1956/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Polyester,train,,,True,,ibug:Blended/1956,Backend/data/processed/ibug_material_v2/Polyester/sample-Blended-1956-im_4.png,Backend/data/splits/ibug_material_v2/train/Polyester/sample-Blended-1956-im_4.png
Backend/datasets/ibug_fabrics/Blended/297/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/297,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-297-im_1.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-297-im_1.png
Backend/datasets/ibug_fabrics/Blended/297/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/297,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-297-im_2.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-297-im_2.png
Backend/datasets/ibug_fabrics/Blended/297/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/297,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-297-im_3.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-297-im_3.png
Backend/datasets/ibug_fabrics/Blended/297/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/297,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-297-im_4.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-297-im_4.png
Backend/datasets/ibug_fabrics/Blended/310/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/310,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-310-im_1.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-310-im_1.png
Backend/datasets/ibug_fabrics/Blended/310/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/310,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-310-im_2.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-310-im_2.png
Backend/datasets/ibug_fabrics/Blended/310/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/310,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-310-im_3.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-310-im_3.png
Backend/datasets/ibug_fabrics/Blended/310/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/310,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-310-im_4.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-310-im_4.png
Backend/datasets/ibug_fabrics/Blended/311/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/311,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-311-im_1.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-311-im_1.png
Backend/datasets/ibug_fabrics/Blended/311/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/311,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-311-im_2.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-311-im_2.png
Backend/datasets/ibug_fabrics/Blended/311/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/311,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-311-im_3.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-311-im_3.png
Backend/datasets/ibug_fabrics/Blended/311/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Cotton,train,,,True,,ibug:Blended/311,Backend/data/processed/ibug_material_v2/Cotton/sample-Blended-311-im_4.png,Backend/data/splits/ibug_material_v2/train/Cotton/sample-Blended-311-im_4.png
Backend/datasets/ibug_fabrics/Blended/366/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,validation,,,True,,ibug:Blended/366,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-366-im_1.png,Backend/data/splits/ibug_material_v2/validation/Wool/sample-Blended-366-im_1.png
Backend/datasets/ibug_fabrics/Blended/366/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,validation,,,True,,ibug:Blended/366,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-366-im_2.png,Backend/data/splits/ibug_material_v2/validation/Wool/sample-Blended-366-im_2.png
Backend/datasets/ibug_fabrics/Blended/366/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,validation,,,True,,ibug:Blended/366,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-366-im_3.png,Backend/data/splits/ibug_material_v2/validation/Wool/sample-Blended-366-im_3.png
Backend/datasets/ibug_fabrics/Blended/366/im_4.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,validation,,,True,,ibug:Blended/366,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-366-im_4.png,Backend/data/splits/ibug_material_v2/validation/Wool/sample-Blended-366-im_4.png
Backend/datasets/ibug_fabrics/Blended/367/im_1.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,train,,,True,,ibug:Blended/367,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-367-im_1.png,Backend/data/splits/ibug_material_v2/train/Wool/sample-Blended-367-im_1.png
Backend/datasets/ibug_fabrics/Blended/367/im_2.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,train,,,True,,ibug:Blended/367,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-367-im_2.png,Backend/data/splits/ibug_material_v2/train/Wool/sample-Blended-367-im_2.png
Backend/datasets/ibug_fabrics/Blended/367/im_3.png,ibug_fabrics (derived: ibug_material_v2),Blended,Wool,train,,,True,,ibug:Blended/367,Backend/data/processed/ibug_material_v2/Wool/sample-Blended-367-im_3.png,Backend/data/splits/ibug_material_v2/train/Wool/sample-Blended-367-im_3.png
